"Año","sistema","tiempo de operación en minutos","minutos de falla","tiempo entre falla y falla","humedad del equipo","correctivos realizados","temperatura","Vibración","cantidad de elementos"
"2025","SCADA MEP","106684336","0","0","0","7","0","0","2"
"2023","SCADA ELECTRICO","219445520","0","0","0","14","0","0","0"
"2022","DACI","46209800","0","0","0","11","0","0","0"
"2024","FASI","20944368","0","0","0","8","0","0","0"
"2025","ABCS","3840272","0","0","0","8","0","0","0"
"2023","BALANZAS","102637064","0","0","0","8","0","0","0"
"2024","SEMAFOROS","52201336","0","0","1","6","0","0","3"
"2025","PAS","242759048","0","0","6","6","0","0","0"
"2023","FIDS","87793776","0","0","0","7","0","0","4"
"2022","PIDS","161558952","0","2","0","12","0","0","41"
"2024","FIBROLASER","60589872","6544","0","0","13","0","0","0"
"2025","AGENTE LIMPIO","88083352","0","0","0","6","0","0","0"
"2023","ACS","131811032","0","0","0","8","0","0","0"
"2022","SCADA MEP","138015760","0","34","0","6","0","0","8"
"2024","SCADA ELECTRICO","128493096","0","0","0","12","0","0","0"
"2025","BMS","132236816","0","0","0","7","0","0","0"
"2023","SCADA MEP","233972432","0","0","0","11","0","0","0"
"2024","SCADA ELECTRICO","231184288","0","0","0","6","0","0","0"
"2025","BMS","233546704","0","0","0","11","0","0","0"
"2023","SCADA MEP","89124096","0","0","0","6","0","0","0"
"2022","SCADA ELECTRICO","191162904","0","0","0","6","0","0","1"
"2024","DACI","81144768","0","0","0","12","0","0","0"
"2025","FASI","8294528","4312","0","16","11","0","0","0"
"2023","ABCS","187741880","0","0","0","13","0","0","0"
"2022","BALANZAS","141463480","0","0","0","13","0","0","0"
"2024","SEMAFOROS","193992704","0","0","0","11","0","0","0"
"2025","PAS","121224864","0","0","0","12","0","0","0"
"2023","FIDS","70651352","0","0","0","6","0","0","0"
"2024","PIDS","233674704","0","0","0","9","0","0","0"
"2025","FIDS","182414896","0","0","0","11","0","0","0"
"2023","PIDS","160400088","0","0","0","11","0","0","0"
"2022","FIBROLASER","238706576","0","0","0","7","0","0","0"
"2024","AGENTE LIMPIO","225433768","0","0","0","13","0","0","0"
"2025","ACS","160755632","0","0","0","12","0","0","0"
"2023","SCADA MEP","65822472","0","0","0","7","0","0","0"
"2022","SCADA ELECTRICO","189416056","0","0","0","7","0","0","0"
"2024","BMS","229860824","0","0","0","23","0","0","0"
"2025","SCADA MEP","153097240","0","0","0","12","0","0","0"
"2023","SCADA ELECTRICO","239270000","0","0","0","8","0","0","0"
"2024","BMS","199159448","0","0","0","7","0","0","1"
"2025","SCADA MEP","130603560","0","0","0","8","0","0","3"
"2023","SCADA ELECTRICO","2935760","0","0","0","8","0","0","248"
"2022","DACI","115619144","0","0","0","9","0","0","0"
"2024","FASI","193457120","0","0","0","8","0","0","0"
"2025","ABCS","219385848","0","0","0","8","0","0","0"
"2023","BALANZAS","179771072","0","0","0","8","0","0","0"
"2022","SEMAFOROS","114820488","0","0","0","14","0","0","0"
"2024","PAS","140695192","0","0","0","9","0","0","1"
"2025","FIDS","132467848","0","0","0","10","0","0","0"
"2023","PIDS","210297688","0","0","0","8","0","0","0"
"2024","FIBROLASER","229833136","0","0","0","12","0","0","0"
"2025","AGENTE LIMPIO","107030152","0","0","0","9","0","0","0"
"2023","ACS","126108064","0","0","0","9","0","0","0"
"2022","SCADA MEP","142976896","0","9","214","3","0","0","1"
"2024","SCADA ELECTRICO","201957824","0","0","0","16","0","0","0"
"2025","BMS","64096568","0","0","6","10","0","0","0"
"2023","SCADA MEP","69713088","0","0","0","8","0","0","1"
"2022","SCADA ELECTRICO","151265080","0","0","0","8","0","0","0"
"2024","DACI","9381384","8","0","0","10","0","0","0"
"2025","FASI","129500024","0","0","0","6","0","0","0"
"2023","ABCS","56934544","0","21","0","20","0","0","33"
"2024","BALANZAS","162570784","0","0","0","23","0","0","0"
"2025","SEMAFOROS","172857904","0","0","0","9","0","0","0"
"2023","PAS","112294624","0","0","0","14","0","0","0"
"2022","FIDS","124718032","0","0","0","14","0","0","0"
"2024","PIDS","149718856","0","0","0","9","0","0","0"
"2025","FIBROLASER","191071952","824","0","0","12","0","0","0"
"2023","AGENTE LIMPIO","25792672","0","0","0","10","0","0","0"
"2022","ACS","57983552","0","0","0","9","0","0","0"
"2024","SCADA MEP","174657872","0","0","0","8","0","0","0"
"2025","SCADA ELECTRICO","107984960","0","0","0","11","0","0","1"
"2023","BMS","42323368","0","0","0","10","0","0","0"
"2024","SCADA MEP","17781976","0","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","63917864","0","0","0","10","0","0","4"
"2023","BMS","213132552","44152","0","0","12","0","0","0"
"2022","SCADA MEP","11818360","0","0","0","9","0","0","0"
"2024","SCADA ELECTRICO","171682056","2000","0","0","24","0","0","0"
"2025","DACI","43065880","0","0","0","11","0","0","0"
"2023","FASI","217084576","0","0","0","12","0","0","0"
"2022","ABCS","183136600","16","0","0","23","0","0","0"
"2024","BALANZAS","137164208","0","0","0","8","0","0","0"
"2025","SEMAFOROS","30180608","0","0","0","12","0","0","0"
"2023","PAS","113236576","0","0","0","11","0","0","0"
"2024","FIDS","217610184","0","0","0","10","0","0","0"
"2025","PIDS","204568568","0","0","0","9","0","0","1"
"2023","FIBROLASER","45506400","0","0","0","7","0","0","0"
"2022","AGENTE LIMPIO","45557616","0","61","0","13","0","0","0"
"2024","ACS","27313056","40","0","12","8","0","0","0"
"2025","SCADA MEP","77178968","0","0","0","13","0","0","0"
"2023","SCADA ELECTRICO","149492824","0","0","0","10","0","0","0"
"2022","BMS","128846792","96","0","0","9","0","0","0"
"2024","SCADA MEP","168808440","24","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","233835768","0","0","0","8","0","0","1"
"2023","DACI","155619120","0","0","0","9","0","0","0"
"2024","FASI","87327240","0","0","0","9","0","0","0"
"2025","ABCS","180480128","0","0","0","14","0","0","0"
"2023","BALANZAS","117349080","0","0","0","12","0","0","0"
"2022","SEMAFOROS","99366648","0","0","0","16","0","0","0"
"2024","PAS","113533488","0","0","0","12","0","0","0"
"2025","FIDS","79838680","0","0","0","13","0","0","5"
"2023","PIDS","17222432","0","1","0","11","0","0","2"
"2022","FIBROLASER","26243224","0","0","0","10","0","0","0"
"2024","AGENTE LIMPIO","99525096","0","0","0","7","0","0","0"
"2025","ACS","189628584","8","0","8","10","0","0","0"
"2023","SCADA MEP","220061600","0","0","0","13","0","0","0"
"2024","SCADA ELECTRICO","114005912","0","0","0","8","0","0","0"
"2025","BMS","197138136","40","0","0","9","0","0","0"
"2023","SCADA MEP","148131264","8","0","0","10","0","0","0"
"2022","SCADA ELECTRICO","43429424","656","0","2","8","16","16","0"
"2024","BMS","136700608","0","34","0","20","0","0","205"
"2025","SCADA MEP","141016136","0","0","0","9","0","0","0"
"2023","SCADA ELECTRICO","77210216","0","0","0","12","0","0","0"
"2022","DACI","71572432","0","7","0","8","0","0","0"
"2024","FASI","237313904","0","0","0","13","0","0","0"
"2025","ABCS","87761680","0","0","0","11","0","0","0"
"2023","BALANZAS","35197880","0","0","0","9","0","0","0"
"2024","SEMAFOROS","23464464","0","0","0","9","0","0","0"
"2025","PAS","224412624","0","0","0","16","0","0","1"
"2023","FIDS","73010248","0","0","0","12","0","0","0"
"2022","PIDS","88921544","0","0","112","17","0","0","0"
"2024","FIDS","137512792","0","0","0","11","0","0","0"
"2025","PIDS","123217712","0","0","0","9","0","0","0"
"2023","FIBROLASER","54680960","0","0","0","9","0","0","0"
"2022","AGENTE LIMPIO","143072496","0","0","0","9","0","0","0"
"2024","ACS","19146336","0","0","0","8","0","0","0"
"2025","SCADA MEP","15666776","0","0","0","11","0","0","0"
"2023","SCADA ELECTRICO","36555824","0","0","0","12","0","0","0"
"2024","BMS","232124152","0","0","0","12","0","0","0"
"2025","SCADA MEP","65840592","0","0","0","10","0","0","0"
"2023","SCADA ELECTRICO","40308544","0","0","0","13","0","0","0"
"2022","BMS","203266104","0","0","0","9","0","0","0"
"2024","SCADA MEP","170536392","0","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","161154032","0","0","0","10","0","0","0"
"2023","DACI","147317664","0","0","0","9","0","0","0"
"2022","FASI","39477920","0","0","0","13","0","0","0"
"2024","ABCS","17522480","0","0","0","10","0","0","0"
"2025","BALANZAS","41851424","0","0","0","24","0","0","0"
"2023","SEMAFOROS","158741248","0","0","0","11","0","0","0"
"2024","PAS","182878176","0","0","0","11","0","0","4"
"2025","FIDS","202593224","0","0","0","11","0","0","0"
"2023","PIDS","53941344","0","0","0","4","0","0","0"
"2022","FIBROLASER","218033072","0","0","0","10","0","0","0"
"2024","AGENTE LIMPIO","37688144","0","18","0","9","0","0","4"
"2025","ACS","194871392","0","0","0","8","0","0","0"
"2023","SCADA MEP","84932352","0","0","0","25","0","0","0"
"2022","SCADA ELECTRICO","162249296","0","0","0","13","0","0","0"
"2024","BMS","126250816","0","0","0","11","0","0","0"
"2025","SCADA MEP","174230912","0","0","0","5","0","0","0"
"2023","SCADA ELECTRICO","159694264","0","0","0","6","0","0","0"
"2024","DACI","137821504","0","0","0","6","0","0","0"
"2025","FASI","63759048","0","0","0","6","0","0","0"
"2023","ABCS","75408984","0","0","0","6","0","0","0"
"2022","BALANZAS","109570056","0","0","0","37","0","0","0"
"2024","SEMAFOROS","103577648","0","0","0","7","0","0","18"
"2025","PAS","74270472","0","0","0","5","0","0","0"
"2023","FIDS","42728824","0","0","0","5","0","0","0"
"2022","PIDS","21738576","0","0","0","13","0","0","0"
"2024","FIBROLASER","34273496","0","0","6","8","0","0","0"
"2025","AGENTE LIMPIO","133296640","0","0","0","4","0","0","0"
"2023","ACS","1465808","0","70","0","10","0","0","1165"
"2024","SCADA MEP","170617904","0","0","0","8","0","0","0"
"2025","SCADA ELECTRICO","133015136","992","0","0","5","0","0","0"
"2023","BMS","30061280","0","0","0","10","0","0","0"
"2022","SCADA MEP","26460760","0","0","0","10","0","0","13"
"2024","SCADA ELECTRICO","231105960","0","0","0","36","0","0","0"
"2025","BMS","44382336","0","0","0","5","0","0","18"
"2023","SCADA MEP","135638072","1992","0","0","6","0","0","0"
"2022","SCADA ELECTRICO","184468016","0","0","0","39","0","0","0"
"2024","DACI","20582104","0","0","0","7","0","0","0"
"2025","FASI","52343144","0","0","0","8","0","0","0"
"2023","ABCS","132267552","0","0","0","7","0","0","0"
"2024","BALANZAS","236012552","0","0","0","9","0","0","0"
"2025","SEMAFOROS","50350832","0","0","0","7","0","0","0"
"2023","PAS","102535568","0","0","0","12","0","0","0"
"2022","FIDS","115542592","0","0","0","66","0","0","0"
"2024","PIDS","132217568","0","2","0","94","0","0","0"
"2025","FIBROLASER","226694840","0","0","0","6","0","0","0"
"2023","AGENTE LIMPIO","51041176","0","0","0","11","0","0","0"
"2022","ACS","218595584","0","0","0","60","0","0","0"
"2024","SCADA MEP","27024880","0","0","0","60","0","0","0"
"2025","SCADA ELECTRICO","129868992","0","0","0","63","0","0","0"
"2023","BMS","34844832","0","0","0","11","0","0","1"
"2024","SCADA MEP","173877944","0","0","0","7","0","0","0"
"2025","SCADA ELECTRICO","82167680","0","0","0","6","0","0","0"
"2023","DACI","22414848","0","0","0","9","0","0","0"
"2022","FASI","168777192","0","0","0","11","0","0","0"
"2024","ABCS","10759912","0","0","0","5","0","0","0"
"2025","BALANZAS","145176712","0","0","0","11","0","0","0"
"2023","SEMAFOROS","186642568","0","0","0","11","0","0","0"
"2022","PAS","159960256","0","0","0","10","0","0","0"
"2024","FIDS","169493792","0","0","0","11","0","0","0"
"2025","PIDS","128575704","0","0","0","8","0","0","10"
"2023","FIBROLASER","177365696","0","0","0","7","0","0","1"
"2024","AGENTE LIMPIO","234629680","0","0","0","58","0","0","2"
"2025","ACS","55747392","0","1","0","78","0","0","104"
"2023","SCADA MEP","222121160","0","0","0","10","0","0","1"
"2022","SCADA ELECTRICO","146809944","0","0","0","9","0","0","0"
"2024","BMS","156090632","0","0","0","10","0","0","0"
"2025","SCADA MEP","118850496","0","0","0","8","0","0","2"
"2023","SCADA ELECTRICO","176578192","0","0","0","11","0","0","0"
"2022","BMS","142341048","0","0","0","10","0","0","0"
"2024","SCADA MEP","92755480","0","0","0","7","0","0","0"
"2025","SCADA ELECTRICO","3579496","0","0","0","12","0","0","5"
"2023","DACI","201703456","0","0","0","12","0","0","0"
"2024","FASI","122163216","0","318","0","6","0","0","18"
"2025","ABCS","11456592","0","0","0","7","0","0","0"
"2023","BALANZAS","162992576","0","0","0","7","0","0","0"
"2022","SEMAFOROS","185282000","0","0","0","7","0","0","0"
"2024","PAS","202333056","0","0","0","6","0","0","0"
"2025","FIDS","51432216","0","0","0","10","0","0","0"
"2023","PIDS","121035792","0","0","0","7","0","0","1"
"2022","FIDS","204073264","0","0","0","10","0","0","0"
"2024","PIDS","33561864","0","0","6","57","0","0","1"
"2025","FIBROLASER","21287736","0","0","0","7","0","0","0"
"2023","AGENTE LIMPIO","57790088","0","0","0","11","0","0","0"
"2024","ACS","232533648","0","0","0","10","0","0","3"
"2025","SCADA MEP","229297016","0","0","0","8","0","0","0"
"2023","SCADA ELECTRICO","31945056","0","0","0","57","0","0","0"
"2022","BMS","21972392","0","0","0","12","0","0","0"
"2024","SCADA MEP","91138752","0","0","0","16","0","0","0"
"2025","SCADA ELECTRICO","39660128","0","0","1","7","0","0","0"
"2023","BMS","193705768","0","0","0","13","0","0","0"
"2022","SCADA MEP","139218256","0","0","0","9","0","0","0"
"2024","SCADA ELECTRICO","21536192","0","0","0","11","0","0","3"
"2025","DACI","189071928","0","0","0","12","0","0","0"
"2023","FASI","184817640","0","0","0","13","0","0","0"
"2024","ABCS","134862944","0","0","0","10","0","0","0"
"2025","BALANZAS","213202592","0","0","0","10","0","0","0"
"2023","SEMAFOROS","58860280","0","3","0","37","0","0","3"
"2022","PAS","209369720","0","0","0","68","0","0","0"
"2024","FIDS","113216272","0","0","0","9","0","0","0"
"2025","PIDS","84694232","1072","0","0","7","0","0","2"
"2023","FIBROLASER","195634376","0","0","0","31","0","0","2"
"2022","AGENTE LIMPIO","150919888","0","0","0","37","0","0","1"
"2024","ACS","112154424","0","0","4","9","0","0","0"
"2025","SCADA MEP","109110184","0","0","0","32","0","0","0"
"2023","SCADA ELECTRICO","108427584","0","0","0","32","0","0","0"
"2024","BMS","156618152","0","0","0","12","0","0","1"
"2025","SCADA MEP","152231176","0","1","0","8","0","0","0"
"2023","SCADA ELECTRICO","47142176","0","0","0","12","0","0","0"
"2022","DACI","115391176","0","0","0","9","0","0","0"
"2024","FASI","108822704","0","0","0","14","0","0","0"
"2025","ABCS","13865080","0","0","0","10","0","0","0"
"2023","BALANZAS","61338128","0","0","0","10","0","0","0"
"2022","SEMAFOROS","38959088","0","0","0","8","0","0","0"
"2024","PAS","204700520","0","0","0","64","0","0","0"
"2025","FIDS","54669560","0","0","0","12","0","0","0"
"2023","PIDS","100284368","0","0","6","10","0","0","0"
"2024","FIBROLASER","193051280","0","15","0","95","0","0","155"
"2025","AGENTE LIMPIO","107410464","0","0","0","89","0","0","0"
"2023","ACS","221128480","0","0","0","15","0","0","0"
"2022","SCADA MEP","186592632","0","0","0","5","0","0","0"
"2024","SCADA ELECTRICO","184264984","0","0","0","8","0","0","10"
"2025","BMS","168423072","0","0","0","10","0","0","0"
"2023","SCADA MEP","141010368","0","0","0","8","0","0","1"
"2022","SCADA ELECTRICO","162351224","0","0","0","6","0","0","0"
"2024","BMS","71098888","0","0","0","8","0","0","0"
"2025","SCADA MEP","197230776","0","0","2","7","0","0","0"
"2023","SCADA ELECTRICO","138909160","136","0","0","24","0","0","0"
"2024","DACI","51832744","0","0","0","8","0","0","0"
"2025","FASI","228952592","0","0","0","8","0","0","0"
"2023","ABCS","165181672","0","0","0","8","0","0","0"
"2022","BALANZAS","128811256","0","0","0","8","0","0","0"
"2024","SEMAFOROS","201725512","0","0","0","8","0","0","0"
"2025","PAS","177764496","0","0","0","8","0","0","0"
"2023","FIDS","40624248","0","0","0","8","0","0","0"
"2022","PIDS","21315448","0","0","0","9","0","0","8"
"2024","FIBROLASER","175711184","0","1","0","3","0","0","1"
"2025","AGENTE LIMPIO","25712736","0","1","0","5","0","0","8"
"2023","ACS","78495376","0","1","10","3","0","0","0"
"2024","SCADA MEP","95034976","0","0","0","8","0","0","0"
"2025","SCADA ELECTRICO","229741184","0","0","0","8","0","0","0"
"2023","BMS","170013184","0","0","0","8","0","0","0"
"2022","SCADA MEP","203161912","0","0","0","14","0","0","5"
"2024","SCADA ELECTRICO","195695488","0","0","0","15","0","0","0"
"2025","DACI","165201928","24","0","0","9","0","0","0"
"2023","FASI","163100752","0","0","0","11","8","8","0"
"2022","ABCS","94185224","0","0","0","7","0","0","0"
"2024","BALANZAS","108455664","0","0","0","7","0","0","0"
"2025","SEMAFOROS","178103320","0","0","0","7","0","0","0"
"2023","PAS","36441864","0","0","0","11","0","0","0"
"2024","FIDS","144614352","0","0","1","21","0","0","0"
"2025","PIDS","19477552","112","0","0","12","0","0","0"
"2023","FIBROLASER","154579840","0","0","0","11","0","0","1"
"2022","AGENTE LIMPIO","74488504","0","0","0","14","0","0","0"
"2024","ACS","42122960","0","0","0","8","0","0","0"
"2025","SCADA MEP","17773400","0","0","0","5","0","0","0"
"2023","SCADA ELECTRICO","53659664","0","0","0","7","0","0","0"
"2022","BMS","97771248","0","0","0","6","0","0","12"
"2024","SCADA MEP","241182128","1576","1","0","4","0","0","0"
"2025","SCADA ELECTRICO","106396424","0","0","0","5","0","0","0"
"2023","BMS","228084112","0","0","0","6","0","0","0"
"2024","SCADA MEP","23649256","0","1","0","1","0","0","0"
"2025","SCADA ELECTRICO","104020568","0","1","0","1","0","0","0"
"2023","DACI","46939320","0","0","0","5","0","0","0"
"2022","FASI","90323904","0","0","0","12","0","0","0"
"2024","ABCS","152140256","0","0","0","17","0","0","3"
"2025","BALANZAS","224561008","0","0","0","8","0","0","0"
"2023","SEMAFOROS","183818216","0","1","0","15","0","0","0"
"2022","PAS","71636360","0","0","0","2","0","0","8"
"2024","FIDS","192560560","0","0","0","8","0","0","0"
"2025","PIDS","76704440","0","0","0","5","0","0","0"
"2023","FIDS","228774272","0","0","0","9","0","0","0"
"2024","PIDS","125562736","160","0","2","7","0","0","2"
"2025","FIBROLASER","150120928","0","0","0","8","0","0","1"
"2023","AGENTE LIMPIO","203268640","0","0","0","10","0","0","0"
"2022","ACS","148980040","0","0","0","5","0","0","0"
"2024","SCADA MEP","62910360","0","0","0","8","0","0","2"
"2025","SCADA ELECTRICO","211745760","0","0","0","5","0","0","0"
"2023","BMS","131713448","0","0","0","6","0","0","0"
"2022","SCADA MEP","95812184","1936","0","6","8","0","0","0"
"2024","SCADA ELECTRICO","57014984","0","0","0","6","0","0","0"
"2025","BMS","49957792","0","0","0","12","0","0","0"
"2023","SCADA MEP","66170248","0","0","0","9","0","0","0"
"2024","SCADA ELECTRICO","13933608","0","0","0","13","0","0","0"
"2025","DACI","14932944","0","0","0","10","0","0","0"
